SeriesID,SeriesName,Source,definition,Notes,Currency,UoM,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
OUDS,Outward FDI stock (US$),"UNCTAD, World Investment Report",Stock of direct investment capital by domestic residents out of the country at current prices.,,$,bn,na,na,na,na,na,na,na,na,na,na,24.91,29.524,32.587,34.428,36.555,38.781,44.011,52.712,52.534,76.889,119.86,140.38,158.91,159.18,182.78,373.06,442.58,511.73,648.46,806.64,365.87,403.61,444.53,541.69,613.52,633.52,823.52,1010,934.22,1120.5,1173,1248,1307.7,1360.3,1279.1,1314.2,1388.8,1437.4,1576.6,1639.6,1693.2,1738,1799,1871,1945,2020,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
OUDS,Outward FDI stock (US$),"IMF, International Financial Statistics",Stock of direct investment capital by domestic residents out of the country at current prices.,"Break in series, before 2005 IMF Balance of Payments Manual 5, after 2005 IMF Balance of Payments Manual 6.",$,bn,na,na,na,na,na,na,na,na,na,na,7.319,7.718,8.424,8.743,13.099,16.6,26.08,32.332,37.432,43.462,57.261,67.233,71.004,81.892,91.097,109.18,113.25,139.55,176.96,197.22,200.15,201.63,213.48,256.8,295.47,312.26,403.41,554.72,542.24,625.36,594.62,618.77,648.13,695.12,618.92,588.32,585.19,669.31,680.64,695.71,752.9,757.1,761.5,766.1,771,776.1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
OUDS,Outward FDI stock (US$),"IMF, International Financial Statistics",Stock of direct investment capital by domestic residents out of the country at current prices.,"Break in series, before 2005 IMF Balance of Payments Manual 5, after 2005 IMF Balance of Payments Manual 6.",$,bn,na,na,na,na,na,na,na,na,na,na,63,57.3,52.1,54,46.4,64,76.3,124.8,147.9,171.1,233.3,240.6,197.8,201.3,203,226.6,259.2,287.3,355.4,562.5,640.3,697,786.3,883.5,1017.8,1191.6,1520.1,1578.9,1376.7,1427.1,1484.4,1537,1973.9,2083.7,2066.1,2005,1902,2324,2434,2498,2462.7,2451,2393,2367,2340,2313,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
ILMA,International reserves (US$),"IMF, International Financial Statistics","Stock of foreign reserves plus gold (national valuation), end–period.",Data prior to 1991 are for west Germany (incl west Berlin) only. ,$,bn,na,na,na,na,na,na,na,na,na,na,na,49.79,50.523,47.7,44.49,49.942,58.788,87.412,66.218,68.771,77.064,72.03,99.448,85.569,86.201,94.554,91.982,85.225,84.251,93.407,87.496,82.132,89.143,96.835,97.17,101.676,111.638,136.235,138.043,180.847,216.497,238.854,248.856,198.208,192.75,173.682,185.286,200.092,198.227,223.834,268.776,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
ILMA,International reserves (US$),"IMF, International Financial Statistics","Stock of foreign reserves plus gold (national valuation), end–period.  Derived from lines 1l.d and 1and in the IFS.",,$,bn,na,na,na,na,na,na,na,na,na,na,na,56.139,53.379,50.637,47.772,54.169,65.386,74.546,59.05,58.593,68.099,62.988,53.341,53.378,56.987,58.511,57.164,55.929,74.183,67.926,63.728,58.637,61.696,70.762,77.353,74.36,98.24,115.718,102.925,133.077,166.224,171.896,184.522,144.927,143.448,138.164,146.771,156.401,166.628,188.865,224.503,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
ILMA,International reserves (US$),"IMF, International Financial Statistics","Stock of foreign reserves plus gold (national valuation), end-period. ",,$,bn,na,na,na,na,na,na,na,na,na,na,na,49.127,37.776,46.257,42.432,39.153,46.042,64.264,63.236,73.216,87.84,71.909,50.818,51.138,58.607,60.475,71.317,77.545,54.599,45.302,47.201,46.216,55.622,63.264,62.386,65.954,75.773,94.325,105.275,132.798,158.853,173.301,181.67,145.488,142.224,130.557,136.044,151.199,152.508,175.256,210.955,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
ILMA,International reserves (US$),"IMF, International Financial Statistics","Stock of foreign reserves plus gold (national valuation), end–period.  Derived from lines 1l.d and 1and in the IFS.",,$,bn,na,na,na,na,na,na,na,na,na,na,27.638,22.571,16.959,17.254,14.916,17.169,23.32,47.507,50.569,40.225,4.11E+01,46.931,41.411,41.335,46.327,47.258,45.373,37.126,37.29,46.188,50.911,47.417,54.959,56.35,62.138,59.135,63.824,77.743,64.738,79.618,98.073,109.734,117.093,118.75,124.488,148.129,135.044,150.803,172.681,173.569,180.129,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
FRES,Foreign-exchange reserves (US$),"IMF, International Financial Statistics","Total reserves (excluding gold), including foreign exchange, reserve position with the IMF and SDRs at end–period.",Data prior to 1991 are for west Germany (incl west Berlin) only. ,$,bn,na,na,na,na,na,na,na,na,na,na,na,43.719,44.762,42.674,40.141,44.38,51.734,78.756,58.528,60.709,67.902,63.001,90.967,77.64,77.363,85.005,83.178,77.587,74.024,61.039,56.89,51.404,51.171,50.694,48.823,45.14,41.687,44.327,43.137,59.925,62.295,66.928,67.422,67.365,62.266,58.507,59.582,59.357,59.173,59.185,63.969,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
FRES,Foreign-exchange reserves (US$),"IMF, International Financial Statistics","Total reserves (excluding gold), including foreign exchange, reserve position with the IMF and SDRs at end–period. Line 1l.d in the IFS.",,$,bn,na,na,na,na,na,na,na,na,na,na,na,22.262,16.531,19.851,20.94,26.589,31.454,33.049,25.364,24.611,36.778,31.284,27.028,22.649,26.257,26.853,26.796,30.927,44.312,39.701,37.039,31.749,28.365,30.186,35.314,27.753,42.652,45.71,33.617,46.633,55.8,48.611,54.231,50.849,49.547,55.193,56.125,54.781,66.103,69.725,76.114,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
FRES,Foreign-exchange reserves (US$),"IMF, International Financial Statistics","Total reserves (excluding gold), including foreign exchange, reserve position with the IMF and SDRs at end-period. ",,$,bn,na,na,na,na,na,na,na,na,na,na,na,20.134,14.091,20.105,20.795,15.595,19.987,30.214,34.715,46.72,62.927,48.679,27.643,27.545,32.265,34.905,45.948,55.739,29.888,22.422,25.567,24.419,28.603,30.372,27.859,25.515,25.662,28.385,37.088,45.77,47.684,49.185,50.499,50.775,47.689,47.034,44.803,48.919,51.331,55.341,61.614,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
FRES,Foreign-exchange reserves (US$),"IMF, International Financial Statistics","Total reserves (excluding gold), including foreign exchange, reserve position with the IMF and SDRs at end–period. Line 1l.d in the IFS.",,$,bn,na,na,na,na,na,na,na,na,na,na,20.651,15.237,12.397,11.34,9.44,12.859,18.423,41.715,44.103,34.768,35.853,41.892,36.641,36.777,41.013,42.016,39.896,32.317,32.212,40.224,46.638,44.259,51.5,52.148,57.741,54.009,57.483,69.399,56.11,68.606,84.006,94.462,100.559,106.735,112.458,137.535,123.5,137.924,159.872,158.376,161.188,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
GOLD,"Gold, national valuation (US$)","IMF, International Financial Statistics",Level of gold reserves (national valuation) at end–period. ,Data prior to 1991 are for west Germany (incl west Berlin) only. ,$,bn,na,na,na,na,na,na,na,na,na,na,na,6.071,5.761,5.026,4.349,5.562,7.054,8.656,7.69,8.062,9.162,9.029,8.481,7.929,8.838,9.549,8.804,7.638,10.227,32.368,30.606,30.728,37.972,46.141,48.347,56.536,69.951,91.908,94.906,120.922,154.202,171.926,181.434,130.843,130.484,115.175,125.704,140.735,139.054,164.649,204.807,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
GOLD,"Gold, national valuation (US$)","IMF, International Financial Statistics",Level of gold reserves (national valuation) at end–period. ,,$,bn,na,na,na,na,na,na,na,na,na,na,na,33.877,36.848,30.786,26.832,27.58,33.932,41.497,33.686,33.982,31.321,31.704,26.313,30.729,30.73,31.658,30.368,25.002,29.871,28.225,26.689,26.888,33.331,40.576,42.039,46.607,55.588,70.008,69.308,86.444,110.424,123.285,130.291,94.078,93.901,82.971,90.646,101.62,100.525,119.14,148.389,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
GOLD,"Gold, national valuation (US$)","IMF, International Financial Statistics",Level of gold reserves (national valuation) at end-period. ,,$,bn,na,na,na,na,na,na,na,na,na,na,na,28.993,23.685,26.152,21.637,23.558,26.055,34.05,28.521,26.496,24.913,23.23,23.175,23.593,26.342,25.57,25.369,21.806,24.711,22.88,21.635,21.796,27.019,32.891,34.527,40.439,50.112,65.94,68.187,87.027,111.169,124.116,131.172,94.713,94.536,83.523,91.241,102.281,101.177,119.915,149.342,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
GOLD,"Gold, national valuation (US$)","IMF, International Financial Statistics",Level of gold reserves (national valuation) at end–period. ,,$,bn,na,na,na,na,na,na,na,na,na,na,6.987,7.334,4.562,5.914,5.476,4.31,4.897,5.792,6.466,5.457,5.235,5.039,4.77,4.558,5.314,5.242,5.477,4.809,5.078,5.964,4.273,3.158,3.459,4.202,4.397,5.126,6.341,8.344,8.628,11.012,14.067,15.272,16.534,12.015,12.03,10.594,11.544,12.879,12.809,15.193,18.941,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
FRAS,Commercial banks foreign assets (US$),"IMF, International Financial Statistics",Foreign assets held by domestic commercial banks at end–period.,Data prior to 1991 are for west Germany (incl west Berlin) only. ,$,bn,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,1116.36,1403.273,1810.045,2163.671,2168.307,2832.287,3564.669,3405.976,3126.242,2702.05,2528.709,2461.284,2485.986,2368.866,2078.551,2012.67,2150.093,2130.092,2180.309,2346.386,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
FRAS,Commercial banks foreign assets (US$),"IMF, International Financial Statistics",Foreign assets held by domestic commercial banks at end–period.  Line 7a.d in the IFS.,,$,bn,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,762.236,na,na,762.457,966.829,1222.671,1575.859,1867.704,2392.043,2943.822,2689.981,2698.28,2656.016,2323.168,2203.958,2267.389,2161.965,1910.509,1891.213,2131.316,2495.076,2684.299,3026.659,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
FRAS,Commercial banks foreign assets (US$),"IMF, International Financial Statistics",Foreign assets held by domestic commercial banks at end-period.  Line 7a.d in the IFS.,,$,bn,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,159.383,222.963,298.078,353.464,345.728,455.056,574.408,519.718,485.651,445.31,475.873,455.289,420.923,378.598,365.613,365.409,442.084,449.781,486.631,561.439,567.1,572.7,578.5,584.2,590.1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
FRAS,Commercial banks foreign assets (US$),"IMF, International Financial Statistics",Foreign assets held by domestic commercial banks at end–period.  Line 7a.d in the IFS.,,$,bn,na,na,na,na,na,na,na,na,na,na,356.32,432.71,462.82,485.21,489.71,590.07,715.54,875.31,883.08,922.94,1068.96,992.21,1019.46,1053.63,1200.67,1350.86,1460.35,1685.14,1868.89,1802.43,2059.96,2168.52,2477.29,3023.6,3643.33,3937.75,4914.15,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
FRLI,Commercial banks foreign liabilities (US$),"IMF, International Financial Statistics",Foreign liabilities of domestic commercial banks at end–period.,Data prior to 1991 are for west Germany (incl west Berlin) only. ,$,bn,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,937.107,1074.341,1249.667,1348.044,1238.279,1432.958,1683.655,1531.222,1387.906,1417.014,1267.71,1342.044,1170.907,1111.044,1004.104,1082.749,1226.865,1132.078,1166.36,1380.587,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
FRLI,Commercial banks foreign liabilities (US$),"IMF, International Financial Statistics",Foreign liabilities of domestic commercial banks at end–period. Line 7b.d in the IFS.,,$,bn,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,723.559,na,na,605.196,708.725,866.738,1098.141,1314.047,1804.193,2344.217,2060.788,1930.079,1959.21,1619.677,1557.044,1657.07,1624.296,1473.023,1534.511,1821.126,2244.305,2441.27,2771.944,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
FRLI,Commercial banks foreign liabilities (US$),"IMF, International Financial Statistics",Foreign liabilities of domestic commercial banks at end-period. Line 7b.d in the IFS.,,$,bn,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,253.146,280.759,364.143,405.456,403.768,557.291,755.982,664.082,620.366,575.317,515.417,465.281,444.796,374.17,351.624,322.307,353.761,364.866,364.071,373.619,392.3,419.8,449.1,480.6,514.2,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
FRLI,Commercial banks foreign liabilities (US$),"IMF, International Financial Statistics",Foreign liabilities of domestic commercial banks at end–period. Line 7b.d in the IFS.,,$,bn,na,na,na,na,na,na,na,na,na,na,377.71,451.4,489.64,519.63,538.22,625.74,758.98,926.53,960.09,1024.56,1201.03,1122.63,1115.27,1129.07,1274.82,1429.2,1533.44,1748.76,1893.68,1871.71,2160.04,2305.83,2684.13,3276.43,4033.35,4251.4,5254.85,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
NFAS,Commercial banks net foreign assets (US$),"IMF, International Financial Statistics",Foreign assets held by domestic commercial banks less their foreign liabilities at end–period.,Data prior to 1991 are for west Germany (incl west Berlin) only. ,$,bn,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,179.253,328.932,560.378,815.627,930.027,1399.33,1881.013,1874.754,1738.336,1285.037,1260.999,1119.241,1315.079,1257.822,1074.448,929.921,923.228,998.014,1013.949,965.799,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
NFAS,Commercial banks net foreign assets (US$),"IMF, International Financial Statistics",Foreign assets held by domestic commercial banks less their foreign liabilities at end–period. Derived from lines 7a.d and 7b.d in the IFS.,,$,bn,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,38.677,na,na,157.261,258.104,355.932,477.718,553.657,587.85,599.604,629.193,768.201,696.806,703.491,646.915,610.318,537.669,437.486,356.703,310.19,250.771,243.029,254.714,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
NFAS,Commercial banks net foreign assets (US$),"IMF, International Financial Statistics",Foreign assets held by domestic commercial banks less their foreign liabilities at end-period. Derived from lines 7a.d and 7b.d in the IFS.,,$,bn,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,-93.763,-57.796,-66.065,-51.993,-58.04,-102.235,-181.575,-144.364,-134.715,-130.007,-39.544,-9.992,-23.872,4.428,13.989,43.102,88.322,84.915,122.56,187.82,174.8,153,129.3,103.7,75.9,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
NFAS,Commercial banks net foreign assets (US$),"IMF, International Financial Statistics",Foreign assets held by domestic commercial banks less their foreign liabilities at end–period. Derived from lines 7a.d and 7b.d in the IFS.,,$,bn,na,na,na,na,na,na,na,na,na,na,-21.39,-18.69,-26.82,-34.42,-48.51,-35.67,-43.44,-51.22,-77.01,-101.62,-132.07,-130.42,-95.81,-75.44,-74.15,-78.34,-73.09,-63.62,-24.79,-69.28,-100.08,-137.31,-206.84,-252.83,-390.02,-313.65,-340.7,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
WORM,Workers remittances (US$),,Repatriated earnings by overseas workers.,,$,bn,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
WORM,Workers remittances (US$),,Repatriated earnings by overseas workers.,,$,bn,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
WORM,Workers remittances (US$),"IMF, Balance of Payments Yearbook. ",Repatriated earnings by overseas workers.,,$,bn,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,1.48,1.46,1.236,0.814,0.531,0.433,0.461,0.346,0.337,0.364,0.309,0.34,0.359,0.3,0.3,0.3,0.3,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
WORM,Workers remittances (US$),,Repatriated earnings by overseas workers.,,$,bn,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
TDBT,Total foreign debt (US$),,"Total external debt stock, comprising public and publicly guaranteed long-term debt, private non-guaranteed debt, use of IMF credit and Special Drawing Right (SDR) allocations and short-term debt, at end-period.",,$,bn,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
TDBT,Total foreign debt (US$),,"Total external debt stock, comprising public and publicly guaranteed long-term debt, private non-guaranteed debt, use of IMF credit and Special Drawing Right (SDR) allocations and short-term debt, at end-period.",,$,bn,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
TDBT,Total foreign debt (US$),Derived from Banca dItalia.,"Total external debt stock, comprising public and publicly guaranteed long-term debt, private non-guaranteed debt, use of IMF credit and Special Drawing Right (SDR) allocations and short-term debt, at end-period.","The sum of bank and non-bank capital external liabilities (excluding direct investments and local-currency-denominated government securities), and the external liabilities of the central bank.",$,bn,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,201.153,214.135,281.422,388.826,443.364,438.571,407.485,447.933,479.765,511.189,509.197,593.978,664.806,679.35,644.859,749.252,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
TDBT,Total foreign debt (US$),,"Total external debt stock, comprising public and publicly guaranteed long-term debt, private non-guaranteed debt, use of IMF credit and Special Drawing Right (SDR) allocations and short-term debt, at end-period.",,$,bn,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
GFDT,Public medium & long-term debt (US$),,"Disbursed external debt owed by the public sector or with a public guarantee,",,$,bn,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
GFDT,Public medium & long-term debt (US$),,"Disbursed external debt owed by the public sector or with a public guarantee,",,$,bn,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
GFDT,Public medium & long-term debt (US$),Derived from Banca dItalia.,"Disbursed external debt owed by the public sector or with a public guarantee,",,$,bn,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,53,38.5,48.1,68.5,65.6,56.6,69.7,86.3,106.1,107.2,100.3,106.9,150.7,140.5,128.4,132.7,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
GFDT,Public medium & long-term debt (US$),,"Disbursed external debt owed by the public sector or with a public guarantee,",,$,bn,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
PFDT,Private medium & long-term debt (US$),,"Disbursed external debt owed by the private sector with no public guarantee, having an original or extended maturity of more than one year, at end-period.",,$,bn,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
PFDT,Private medium & long-term debt (US$),,"Disbursed external debt owed by the private sector with no public guarantee, having an original or extended maturity of more than one year, at end-period.",,$,bn,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
PFDT,Private medium & long-term debt (US$),Derived from Banca dItalia.,"Disbursed external debt owed by the private sector with no public guarantee, having an original or extended maturity of more than one year, at end-period.",,$,bn,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,53.2,52.9,83.5,130.9,159.2,157.5,149.1,152.9,158.7,172.6,183.6,240.9,285.1,290.8,284.9,342.7,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
PFDT,Private medium & long-term debt (US$),,"Disbursed external debt owed by the private sector with no public guarantee, having an original or extended maturity of more than one year, at end-period.",,$,bn,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
IMFL,IMF debt (US$),,"Debt outstanding to the IMF comprising: transactions within the General Resources Account; loans relating to any Structural Adjustment Facility (SAF), Enhanced Structural Adjustment Facility (ESAF) or Trust Fund Loan (TFL); and, Special Drawing Rights (SD",,$,bn,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
IMFL,IMF debt (US$),,"Debt outstanding to the IMF comprising: transactions within the General Resources Account; loans relating to any Structural Adjustment Facility (SAF), Enhanced Structural Adjustment Facility (ESAF) or Trust Fund Loan (TFL); and, Special Drawing Rights (SD",,$,bn,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
IMFL,IMF debt (US$),"IMF, International Financial Statistics","Debt outstanding to the IMF comprising: transactions within the General Resources Account; loans relating to any Structural Adjustment Facility (SAF), Enhanced Structural Adjustment Facility (ESAF) or Trust Fund Loan (TFL); and, Special Drawing Rights (SD",,$,bn,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
IMFL,IMF debt (US$),,"Debt outstanding to the IMF comprising: transactions within the General Resources Account; loans relating to any Structural Adjustment Facility (SAF), Enhanced Structural Adjustment Facility (ESAF) or Trust Fund Loan (TFL); and, Special Drawing Rights (SD",,$,bn,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
